ACCNTNUM,LOCNUM,LOCNAME,ADDRESSNUM,STREETNAME,DISTRICT,DSTRCTCODE,CITY,CITYCODE,STATE,STATECODE,POSTALCODE,COUNTY,COUNTYCODE,CRESTA,Latitude,Longitude,FLOORAREA,AREAUNIT,CNTRYSCHEME,CNTRYCODE,NUMBLDGS,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,YEARBUILT,NUMSTORIES,WSCV4VAL,WSCV4VCUR,WSCV5VAL,WSCV5VCUR,WSCV6VAL,WSCV6VCUR,WSCV7VAL,WSCV7VCUR,WSCV4LIMIT,WSCV4LCUR,WSCV5LIMIT,WSCV5LCUR,WSCV6LIMIT,WSCV6LCUR,WSCV7LIMIT,WSCV7LCUR,WSCV4DED,WSCV4DCUR,WSCV5DED,WSCV5DCUR,WSCV6DED,WSCV6DCUR,WSCV7DED,WSCV7DCUR,WSSITELIM,WSSITELCUR,WSSITEDED,WSSITEDCUR,WSCOMBINEDLIM,WSCOMBINEDLCUR,WSCOMBINEDDED,WSCOMBINEDDCUR,RESISTOPEN,ROOFAGE,ROOFANCH,ROOFSYS,CLADRATE,ROOFGEOM,CLADSYS,USERTXT1,USERTXT2,USERID1,USERID2,PRIMARYBLDG
ALR 6885477_24_1,ALR 6885477_24_1,ALR 6885477 11,,KM 21 HM 4 CARR 174 SEC AGUAS BUENAS  PR,,,AGUAS BUENAS,,,,00703,AGUAS BUENAS,007,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,191614,USD,19161,USD,0,USD,0,USD,191614,USD,19161,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6902697_24_1,ALR 6902697_24_1,ALR 6902697 11,,KM 6 6 SR 602 LOT 1 SANTA I UTUADO  PR,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,51036,USD,5103,USD,0,USD,0,USD,51036,USD,5103,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6949803_24_1,ALR 6949803_24_1,ALR 6949803 11,,RD 172 KM07 CANABONCITO WAR CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,69573,USD,6957,USD,0,USD,0,USD,69573,USD,6957,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6957334_24_1,ALR 6957334_24_1,ALR 6957334 11,,COMD CAMPO ALEGRE B-7 PONCE  PR,,,PONCE,,,,00731,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,36194,USD,3619,USD,0,USD,0,USD,36194,USD,3619,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6974306_24_1,ALR 6974306_24_1,ALR 6974306 11,,KM 17 HM 2 SR 140BO PAS UTUADO  PR,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,66554,USD,6655,USD,0,USD,0,USD,66554,USD,6655,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6985366_24_1,ALR 6985366_24_1,ALR 6985366 11,,VISTA DEL MORRO25-B CALLE CATANO  PR,,,CATANO,,,,00962,CATANO,033,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,71756,USD,7175,USD,0,USD,0,USD,71756,USD,7175,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 6991032_24_1,ALR 6991032_24_1,ALR 6991032 11,,50 CALLE 2 COMM ARCADIO SALINAS  PR,,,SALINAS,,,,00751,SALINAS,123,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,48506,USD,4850,USD,0,USD,0,USD,48506,USD,4850,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7015406_24_1,ALR 7015406_24_1,ALR 7015406 11,,BARRIO PASTILLOSINGAPUR Y C JUANA DIAZ  PR,,,JUANA DIAZ,,,,00795,JUANA DIAZ,075,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,67676,USD,6767,USD,0,USD,0,USD,67676,USD,6767,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7015434_24_1,ALR 7015434_24_1,ALR 7015434 11,,2ST M-2 URB ALTURAS DE B CAYEY  PR,,,CAYEY,,,,00736,CAYEY,035,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,116196,USD,11619,USD,0,USD,0,USD,116196,USD,11619,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7023341_24_1,ALR 7023341_24_1,ALR 7023341 11,,466 CALLE JULIANA PARCEL HATILLO  PR,,,HATILLO,,,,00659,HATILLO,065,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,57862,USD,5786,USD,0,USD,0,USD,57862,USD,5786,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7063822_24_1,ALR 7063822_24_1,ALR 7063822 11,,RD 159 KM 14 3 INT UNIBON C MOROVIS  PR,,,MOROVIS,,,,00687,MOROVIS,101,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,174960,USD,17496,USD,0,USD,0,USD,174960,USD,17496,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7082667_24_1,ALR 7082667_24_1,ALR 7082667 10,,A-4 (125) 11 STEXT SANTA YABUCOA  PR,,,YABUCOA,,,,00767,YABUCOA,151,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,111184,USD,11118,USD,0,USD,0,USD,111184,USD,11118,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7082730_24_1,ALR 7082730_24_1,ALR 7082730 10,,32 J YAGUEZ STVILLA BOR CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,140279,USD,14027,USD,0,USD,0,USD,140279,USD,14027,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7082739_24_1,ALR 7082739_24_1,ALR 7082739 10,,KM 4 7 PR 823 RIO LAJAS TOA ALTA  PR,,,TOA ALTA,,,,00953,TOA ALTA,135,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,99235,USD,9923,USD,0,USD,0,USD,99235,USD,9923,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7099962_24_1,ALR 7099962_24_1,ALR 7099962 10,,CUIDAD CENTRAL IIE-11 SAN JUAN  PR,,,CAROLINA,,,,00987,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,141435,USD,14143,USD,0,USD,0,USD,141435,USD,14143,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7139408_24_1,ALR 7139408_24_1,ALR 7139408 10,,159 SR KM 3 4 DOS BOCAS WAR COROZAL  PR,,,COROZAL,,,,00783,COROZAL,047,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,111900,USD,11190,USD,0,USD,0,USD,111900,USD,11190,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7143019_24_1,ALR 7143019_24_1,ALR 7143019 10,,829 SR FONSECA SECT BUENA V BAYAMON  PR,,,GUAYNABO,,,,00966,GUAYNABO,061,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,227208,USD,22720,USD,0,USD,0,USD,227208,USD,22720,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7148306_24_1,ALR 7148306_24_1,ALR 7148306 10,,941 SECTOR PUERTO REAL 9 CABO ROJO  PR,,,CABO ROJO,,,,00623,CABO ROJO,023,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,17860,USD,1786,USD,0,USD,0,USD,17860,USD,1786,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7159533_24_1,ALR 7159533_24_1,ALR 7159533 10,,F-3 URB VILLAS DE FELISA MAYAGUEZ  PR,,,MAYAGUEZ,,,,00680,MAYAGUEZ,097,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,95139,USD,9513,USD,0,USD,0,USD,95139,USD,9513,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7159535_24_1,ALR 7159535_24_1,ALR 7159535 10,,92 ANICETO CRUZ PARC CA HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,110437,USD,11043,USD,0,USD,0,USD,110437,USD,11043,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7159537_24_1,ALR 7159537_24_1,ALR 7159537 10,,LOT 8 GIRASOL ST BURGOS CO HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,146790,USD,14679,USD,0,USD,0,USD,146790,USD,14679,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7209573_24_1,ALR 7209573_24_1,ALR 7209573 10,,E-5 C37 PRQUE ECUESTRE CAROLINA  PR,,,CAROLINA,,,,00979,CAROLINA,031,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,123815,USD,12381,USD,0,USD,0,USD,123815,USD,12381,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7368590_24_1,ALR 7368590_24_1,ALR 7368590 10,,RD 569 KM 2 9 BO SABANA OROCOVIS  PR,,,OROCOVIS,,,,00720,OROCOVIS,107,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,113139,USD,11313,USD,0,USD,0,USD,113139,USD,11313,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7368627_24_1,ALR 7368627_24_1,ALR 7368627 10,,RD 129 KM 13 3 BO BUENO LARES  PR,,,LARES,,,,00669,LARES,081,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,174741,USD,17474,USD,0,USD,0,USD,174741,USD,17474,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7368633_24_1,ALR 7368633_24_1,ALR 7368633 10,,LAS BRISAS EN VISTA HATI HATILLO  PR,,,HATILLO,,,,00659,HATILLO,065,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,112980,USD,11298,USD,0,USD,0,USD,112980,USD,11298,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7373598_24_1,ALR 7373598_24_1,ALR 7373598 10,,KM 94 HM 3 RD 2 BO YEGU CAMUY  PR,,,CAMUY,,,,00627,CAMUY,027,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,53616,USD,5361,USD,0,USD,0,USD,53616,USD,5361,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7405376_24_1,ALR 7405376_24_1,ALR 7405376 10,,RIVER GARDEN8 Z CALLE 1 CANOVANAS  PR,,,CANOVANAS,,,,00729,CANOVANAS,029,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,289859,USD,28985,USD,0,USD,0,USD,289859,USD,28985,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7419737_24_1,ALR 7419737_24_1,ALR 7419737 10,,985 RD KM 409 QUEBRADA FAJARDO  PR,,,FAJARDO,,,,00738,FAJARDO,053,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,362596,USD,36259,USD,0,USD,0,USD,362596,USD,36259,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7439130_24_1,ALR 7439130_24_1,ALR 7439130 10,,CALLE CATALINA MORALES 3 YABUCOA  PR,,,YABUCOA,,,,00767,YABUCOA,151,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,72148,USD,7214,USD,0,USD,0,USD,72148,USD,7214,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7445521_24_1,ALR 7445521_24_1,ALR 7445521 11,,3362 CARRETERA BO GUAMA K SAN GERMAN  PR,,,SAN GERMAN,,,,00683,SAN GERMAN,125,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,105918,USD,10591,USD,0,USD,0,USD,105918,USD,10591,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507263_24_1,ALR 7507263_24_1,ALR 7507263 11,,VILLAS DEL BOSQUES DEV TULI CIDRA  PR,,,CIDRA,,,,00739,CIDRA,041,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,136804,USD,13680,USD,0,USD,0,USD,136804,USD,13680,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507281_24_1,ALR 7507281_24_1,ALR 7507281 11,,19 F JAEN ST VISTA MAR SAN JUAN  PR,,,CAROLINA,,,,00983,CAROLINA,031,,18.43640800,-65.97704400,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,689200,USD,68920,USD,0,USD,0,USD,689200,USD,68920,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507312_24_1,ALR 7507312_24_1,ALR 7507312 11,,BO PLACITASCALLE 9 160 JUNCOS  PR,,,JUNCOS,,,,00777,JUNCOS,077,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,86770,USD,8677,USD,0,USD,0,USD,86770,USD,8677,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507313_24_1,ALR 7507313_24_1,ALR 7507313 11,,G-4 6 ST ALTURAS DE HATO N GURABO  PR,,,GURABO,,,,00778,GURABO,063,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,92671,USD,9267,USD,0,USD,0,USD,92671,USD,9267,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507319_24_1,ALR 7507319_24_1,ALR 7507319 11,,H-5 GARDENIA URB LAS VEG CATANO  PR,,,CATANO,,,,00962,CATANO,033,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,96417,USD,9641,USD,0,USD,0,USD,96417,USD,9641,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507321_24_1,ALR 7507321_24_1,ALR 7507321 11,,R-36 VILLAS DE SAN CRISTO LAS PIEDRAS  PR,,,LAS PIEDRAS,,,,00771,LAS PIEDRAS,085,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,99837,USD,9983,USD,0,USD,0,USD,99837,USD,9983,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7507329_24_1,ALR 7507329_24_1,ALR 7507329 11,,B-23 CALLE 2 URB HACIENDA COAMO  PR,,,COAMO,,,,00769,COAMO,043,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,104599,USD,10459,USD,0,USD,0,USD,104599,USD,10459,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7511502_24_1,ALR 7511502_24_1,ALR 7511502 11,,C-16 STA BARBARA STA MARI TOA BAJA  PR,,,TOA BAJA,,,,00949,TOA BAJA,137,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,137370,USD,13737,USD,0,USD,0,USD,137370,USD,13737,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7539772_24_1,ALR 7539772_24_1,ALR 7539772 11,,34 B CENTRAL STVILLA UN GUAYAMA  PR,,,GUAYAMA,,,,00784,GUAYAMA,057,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,93984,USD,9398,USD,0,USD,0,USD,93984,USD,9398,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7539776_24_1,ALR 7539776_24_1,ALR 7539776 11,,15 LAS VISTAS CABO ROJO  PR,,,CABO ROJO,,,,00623,CABO ROJO,023,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,239451,USD,23945,USD,0,USD,0,USD,239451,USD,23945,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7543996_24_1,ALR 7543996_24_1,ALR 7543996 11,,URB LOS CAOBOS703 CALLE PONCE  PR,,,PONCE,,,,00716,PONCE,113,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,141555,USD,14155,USD,0,USD,0,USD,141555,USD,14155,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7565051_24_1,ALR 7565051_24_1,ALR 7565051 11,,151 PASEOS DEL RIO CAGUAS  PR,,,CAGUAS,,,,00725,CAGUAS,025,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,169541,USD,16954,USD,0,USD,0,USD,169541,USD,16954,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7583598_24_1,ALR 7583598_24_1,ALR 7583598 11,,#67 HACIENDA LOS RECREOS GUAYAMA  PR,,,GUAYAMA,,,,00785,GUAYAMA,057,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,155337,USD,15533,USD,0,USD,0,USD,155337,USD,15533,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7585869_24_1,ALR 7585869_24_1,ALR 7585869 11,,BO ALMACIGO3A CALLEJON YAUCO  PR,,,YAUCO,,,,00698,YAUCO,153,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,239543,USD,23954,USD,0,USD,0,USD,239543,USD,23954,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7617929_24_1,ALR 7617929_24_1,ALR 7617929 11,,367 SR KM 9 MACHUCAL WARD LOT 7,,,SABANA GRANDE,,,,00637,SABANA GRANDE,121,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,278579,USD,27857,USD,0,USD,0,USD,278579,USD,27857,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2500,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638676_24_1,ALR 7638676_24_1,ALR 7638676 10,,CALLE ESTHER A50 VILLA LOIZA  PR,,,RIO GRANDE,,,,00745,RIO GRANDE,119,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,92079,USD,9207,USD,0,USD,0,USD,92079,USD,9207,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638677_24_1,ALR 7638677_24_1,ALR 7638677 10,,CANDEL ARRIBA CARR 3 HUMACAO  PR,,,HUMACAO,,,,00791,HUMACAO,069,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,58463,USD,5846,USD,0,USD,0,USD,58463,USD,5846,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638731_24_1,ALR 7638731_24_1,ALR 7638731 10,,BO RIO ABAJO 5527 CALLE FLA VEGA BAJA  PR,,,VEGA BAJA,,,,00693,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,2,12/31/9999,0,214851,USD,21485,USD,0,USD,0,USD,214851,USD,21485,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638781_24_1,ALR 7638781_24_1,ALR 7638781 10,,H-21 D ST REPARTO MONTELL CAYEY  PR,,,CAYEY,,,,00736,CAYEY,035,,18.11707400,-66.14899900,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,159310,USD,15931,USD,0,USD,0,USD,159310,USD,15931,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638803_24_1,ALR 7638803_24_1,ALR 7638803 10,,CALLE 8 A3 BAYAMON  PR,,,BAYAMON,,,,00959,BAYAMON,021,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,179772,USD,17977,USD,0,USD,0,USD,179772,USD,17977,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7638855_24_1,ALR 7638855_24_1,ALR 7638855 11,,JARD MONACO3455 CALLE GRA MANATI  PR,,,MANATI,,,,00674,MANATI,091,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,98991,USD,9899,USD,0,USD,0,USD,98991,USD,9899,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,1000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7652351_24_1,ALR 7652351_24_1,ALR 7652351 10,,2 CALLE VIOLETA BO BAJ VEGA ALTA  PR,,,VEGA ALTA,,,,00692,VEGA ALTA,143,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,165914,USD,16591,USD,0,USD,0,USD,165914,USD,16591,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7707917_24_1,ALR 7707917_24_1,ALR 7707917 10,,SR 111 BO VIVI ABAJO KM 2 5 LOT 2,,,UTUADO,,,,00641,UTUADO,141,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,143108,USD,14310,USD,0,USD,0,USD,143108,USD,14310,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7725451_24_1,ALR 7725451_24_1,ALR 7725451 09,,A RD 420 KM 4 0 B MOCA  PR,,,MOCA,,,,00676,MOCA,099,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,146729,USD,14672,USD,0,USD,0,USD,146729,USD,14672,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
ALR 7733654_24_1,ALR 7733654_24_1,ALR 7733654 10,,CARR 2 RAMAL 485 KM94H3 CAMUY  PR,,,CAMUY,,,,00627,CAMUY,027,,.00000000,.00000000,0,2,ISO3A,PRI,1,RMS,3,ATC,40,12/31/9999,0,109616,USD,10961,USD,0,USD,0,USD,109616,USD,10961,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,0,USD,2000,USD,0,USD,0,USD,0,0,0,0,0,0,0,R,01,,,
